order,start_time_ka_BP,original_value_in_table,transition_type,ks_window_kyr,relation_to_other_ks_window,paired_other_window_age_ka,difference_0p4_minus_0p6_ka,source_table,source_pdf_page,source_row_index_in_table,published_start_age_ka,event_index,event_type,event_label,event_short_label,color,source,age_error_2sigma_kyr,age_sigma_kyr,sampling_lower_bound_ka,sampling_upper_bound_ka,sampling_bound_width_ka,truncated_gaussian_mass_kept,rank_lower_midpoint_ka,rank_upper_midpoint_ka
38,147.05,147.05,weak_monsoon_start,0.4-4,additional_in_this_window,,,Rousseau et al. 2023 Scientific Reports Table 1,6,70,147.05,38,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,1.5838701444347123,0.7919350722173562,145.4661298555653,148.63387014443472,3.1677402888694246,0.9544997361036416,145.45,149.05
39,151.05,151.05,weak_monsoon_start,0.4-4,additional_in_this_window,,,Rousseau et al. 2023 Scientific Reports Table 1,6,73,151.05,39,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,1.603807611094401,0.8019038055472005,149.44619238890562,152.6538076110944,3.2076152221887924,0.9544997361036409,149.05,155.0
40,158.95,158.95,weak_monsoon_start,0.4-4,common_same_date,158.95,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,77,158.95,40,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,1.643924433790433,0.8219622168952165,157.30607556620956,160.475,3.168924433790437,0.9454743408719088,155.0,160.475
41,162.0,162.0,weak_monsoon_start,0.4-4,date_shifted_relative_to_other_window,162.2,-0.2,Rousseau et al. 2023 Scientific Reports Table 1,6,79,162.0,41,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,1.659679769723106,0.829839884861553,160.475,163.575,3.0999999999999943,0.9380960696463309,160.475,163.575
42,165.15,165.15,weak_monsoon_start,0.4-4,common_same_date,165.15,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,81,165.15,42,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,1.6761100715926909,0.8380550357963454,163.575,165.97500000000002,2.400000000000034,0.8074477656271476,163.575,165.97500000000002
43,166.8,166.8,weak_monsoon_start,0.4-4,common_same_date,166.8,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,82,166.8,43,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,1.6847812655684664,0.8423906327842332,165.97500000000002,168.48478126556847,2.5097812655684493,0.813547719276353,165.97500000000002,168.525
44,170.25,170.25,weak_monsoon_start,0.4-4,additional_in_this_window,,,Rousseau et al. 2023 Scientific Reports Table 1,6,85,170.25,44,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,1.7030571391636347,0.8515285695818173,168.54694286083637,170.65,2.1030571391636386,0.6579807209930174,168.525,170.65
45,171.05,171.05,weak_monsoon_start,0.4-4,common_same_date,171.05,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,86,171.05,45,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,1.7073232728923444,0.8536616364461722,170.65,172.75732327289236,2.1073232728923585,0.6575612579619077,170.65,172.95
46,174.85,174.85,weak_monsoon_start,0.4-4,common_same_date,174.85,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,88,174.85,46,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,1.7277337792390772,0.8638668896195386,173.1222662207609,176.57773377923908,3.455467558478176,0.9544997361036429,172.95,177.25
47,179.65,179.65,weak_monsoon_start,0.4-4,common_same_date,179.65,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,91,179.65,47,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,1.7538646112816096,0.8769323056408048,177.8961353887184,181.40386461128162,3.5077292225632277,0.9544997361036422,177.25,183.7
48,187.75,187.75,weak_monsoon_start,0.4-4,common_same_date,187.75,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,93,187.75,48,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,1.7988596328496997,0.8994298164248499,185.9511403671503,189.5488596328497,3.597719265699425,0.9544997361036431,183.7,189.75
49,191.75,191.75,weak_monsoon_start,0.4-4,common_same_date,191.75,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,95,191.75,49,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,1.821503350399803,0.9107516751999015,189.9284966496002,192.5,2.5715033503998086,0.7721367597690773,189.75,192.5
50,193.25,193.25,weak_monsoon_start,0.4-4,common_same_date,193.25,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,97,193.25,50,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,1.8300680347524603,0.9150340173762301,192.5,195.08006803475246,2.5800680347524576,0.771039659232953,192.5,197.2
51,201.15,201.15,weak_monsoon_start,0.4-4,common_same_date,201.15,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,99,201.15,51,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,1.8758444143717778,0.9379222071858889,199.27415558562822,203.0258444143718,3.7516888287435677,0.9544997361036422,197.2,205.2
52,209.25,209.25,weak_monsoon_start,0.4-4,common_same_date,209.25,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,100,209.25,52,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,1.9239690350110656,0.9619845175055328,207.32603096498895,211.17396903501105,3.84793807002211,0.9544997361036405,205.2,215.15
53,221.05,221.05,weak_monsoon_start,0.4-4,date_shifted_relative_to_other_window,220.95,0.1,Rousseau et al. 2023 Scientific Reports Table 1,6,102,221.05,53,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,1.9962939487491944,0.9981469743745972,219.05370605125083,223.0462939487492,3.9925878974983675,0.9544997361036405,215.15,224.85000000000002
54,228.65,228.65,weak_monsoon_start,0.4-4,common_same_date,228.65,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,104,228.65,54,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,2.0443093543383593,1.0221546771691796,226.60569064566164,230.65,4.044309354338367,0.9520556124434235,224.85000000000002,230.65
55,232.65,232.65,weak_monsoon_start,0.4-4,additional_in_this_window,,,Rousseau et al. 2023 Scientific Reports Table 1,6,106,232.65,55,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,2.070042752438924,1.035021376219462,230.65,233.4,2.75,0.7389986760971765,230.65,233.4
56,234.15,234.15,weak_monsoon_start,0.4-4,date_shifted_relative_to_other_window,234.0,0.15,Rousseau et al. 2023 Scientific Reports Table 1,6,107,234.15,56,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,2.079776119778407,1.0398880598892035,233.4,236.22977611977842,2.8297761197784155,0.7418663135020258,233.4,240.45
57,246.75,246.75,weak_monsoon_start,0.4-4,date_shifted_relative_to_other_window,246.45,0.3,Rousseau et al. 2023 Scientific Reports Table 1,7,109,246.75,57,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,2.16336388166639,1.081681940833195,244.58663611833362,248.4,3.8133638816663904,0.9136704614550567,240.45,248.4
58,250.05,250.05,weak_monsoon_start,0.4-4,common_same_date,250.05,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,111,250.05,58,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,2.185805676603169,1.0929028383015844,248.4,251.10000000000002,2.700000000000017,0.7661047961488117,248.4,251.10000000000002
59,252.15,252.15,weak_monsoon_start,0.4-4,common_same_date,252.15,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,113,252.15,59,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,2.200207882908925,1.1001039414544624,251.10000000000002,254.10000000000002,3.0,0.7919225379290213,251.10000000000002,254.10000000000002
60,256.05,256.05,weak_monsoon_start,0.4-4,common_same_date,256.05,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,114,256.05,60,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,2.227207083179748,1.113603541589874,254.10000000000002,257.85,3.75,0.9070265274130558,254.10000000000002,257.85
61,259.65,259.65,weak_monsoon_start,0.4-4,common_same_date,259.65,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,116,259.65,61,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,2.252423383621307,1.1262116918106535,257.85,261.9024233836213,4.05242338362126,0.9222593695822728,257.85,268.29999999999995
62,276.95,276.95,weak_monsoon_start,0.4-4,common_same_date,276.95,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,119,276.95,62,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,2.3776433587897703,1.1888216793948851,274.5723566412102,279.17499999999995,4.602643358789749,0.9466189646545927,268.29999999999995,279.17499999999995
63,281.4,281.4,weak_monsoon_start,0.4-4,common_same_date,281.4,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,120,281.4,63,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,2.4109635951747306,1.2054817975873653,279.17499999999995,283.04999999999995,3.875,0.8819955230448597,279.17499999999995,283.04999999999995
64,284.7,284.7,weak_monsoon_start,0.4-4,common_same_date,284.7,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,121,284.7,64,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,2.4359741665663375,1.2179870832831687,283.04999999999995,287.1359741665663,4.085974166566359,0.8894923598784512,283.04999999999995,295.975
65,307.25,307.25,weak_monsoon_start,0.4-4,common_same_date,307.25,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,123,307.25,65,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,2.613966003362428,1.306983001681214,304.6360339966376,309.8639660033624,5.227932006724814,0.9544997361036398,295.975,312.65
66,318.05,318.05,weak_monsoon_start,0.4-4,common_same_date,318.05,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,126,318.05,66,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,2.703755557696952,1.351877778848476,315.34624444230303,320.753755557697,5.407511115393959,0.9544997361036438,312.65,321.1
67,324.15,324.15,weak_monsoon_start,0.4-4,common_same_date,324.15,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,127,324.15,67,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,2.755829121562687,1.3779145607813434,321.3941708784373,326.90582912156265,5.511658243125339,0.9544997361036403,321.1,332.65
68,341.15,341.15,weak_monsoon_start,0.4-4,common_same_date,341.15,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,131,341.15,68,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,2.9063054447546017,1.4531527223773009,338.2436945552454,344.05630544475457,5.8126108895091875,0.9544997361036409,332.65,345.35
69,349.55,349.55,weak_monsoon_start,0.4-4,common_same_date,349.55,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,132,349.55,69,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,2.9836640278448416,1.4918320139224208,346.5663359721552,352.53366402784485,5.967328055689677,0.9544997361036414,345.35,356.95000000000005
70,364.35,364.35,weak_monsoon_start,0.4-4,common_same_date,364.35,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,134,364.35,70,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,3.125006375489934,1.562503187744967,361.2249936245101,365.85,4.6250063754899315,0.808721767727373,356.95000000000005,365.85
71,367.35,367.35,weak_monsoon_start,0.4-4,common_same_date,367.35,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,136,367.35,71,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,3.1544629467866874,1.5772314733933437,365.85,368.0,2.1499999999999773,0.489078578572496,365.85,368.0
72,368.65,368.65,weak_monsoon_start,0.4-4,additional_in_this_window,,,Rousseau et al. 2023 Scientific Reports Table 1,7,138,368.65,72,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,3.1673135712184695,1.5836567856092347,368.0,369.1,1.1000000000000227,0.2711125347641903,368.0,369.1
73,369.55,369.55,weak_monsoon_start,0.4-4,common_same_date,369.55,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,139,369.55,73,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,3.1762407818345717,1.5881203909172859,369.1,370.55,1.4499999999999886,0.3470936318047838,369.1,370.55
74,371.55,371.55,weak_monsoon_start,0.4-4,additional_in_this_window,,,Rousseau et al. 2023 Scientific Reports Table 1,7,141,371.55,74,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,3.1961692401189015,1.5980846200594507,370.55,371.75,1.1999999999999886,0.2840577642070429,370.55,371.75
75,371.95,371.95,weak_monsoon_start,0.4-4,common_same_date,371.95,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,142,371.95,75,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,3.2001699102799765,1.6000849551399883,371.75,375.15016991027994,3.400169910279942,0.5269854657979784,371.75,375.29999999999995
76,378.65,378.65,weak_monsoon_start,0.4-4,common_same_date,378.65,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,145,378.65,76,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,3.2679304143292383,1.6339652071646191,375.38206958567076,381.9179304143292,6.5358608286584285,0.95449973610364,375.29999999999995,388.75
77,398.85,398.85,weak_monsoon_start,0.4-4,common_same_date,398.85,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,148,398.85,77,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,3.481031276600129,1.7405156383000644,395.3689687233999,402.33103127660013,6.962062553200212,0.9544997361036403,388.75,414.5
78,430.15,430.15,weak_monsoon_start,0.4-4,common_same_date,430.15,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,151,430.15,78,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,3.8390063690899776,1.9195031845449888,426.31099363091,433.98900636908996,7.678012738179973,0.954499736103642,414.5,436.0
79,441.85,441.85,weak_monsoon_start,0.4-4,date_shifted_relative_to_other_window,442.95,-1.1,Rousseau et al. 2023 Scientific Reports Table 1,7,152,441.85,79,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,3.9820753139982004,1.9910376569991002,437.8679246860018,445.83207531399825,7.964150627996446,0.9544997361036429,436.0,447.70000000000005
80,453.55,453.55,weak_monsoon_start,0.4-4,common_same_date,453.55,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,155,453.55,80,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,4.130475778671383,2.0652378893356915,449.41952422132863,455.57500000000005,6.155475778671416,0.8138342742371121,447.70000000000005,455.57500000000005
81,457.6,457.6,weak_monsoon_start,0.4-4,date_shifted_relative_to_other_window,457.35,0.25,Rousseau et al. 2023 Scientific Reports Table 1,7,156,457.6,81,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,4.183123666480563,2.0915618332402817,455.57500000000005,458.875,3.2999999999999545,0.5624558092310272,455.57500000000005,458.875
82,460.15,460.15,weak_monsoon_start,0.4-4,common_same_date,460.15,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,158,460.15,82,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,4.216615757123503,2.1083078785617513,458.875,463.75,4.875,0.683465820365296,458.875,463.75
83,467.35,467.35,weak_monsoon_start,0.4-4,common_same_date,467.35,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,161,467.35,83,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,4.312636784770198,2.156318392385099,463.75,471.35,7.600000000000023,0.920694908582228,463.75,471.35
84,475.35,475.35,weak_monsoon_start,0.4-4,common_same_date,475.35,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,163,475.35,84,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,4.421893554863325,2.2109467774316625,471.35,477.20000000000005,5.850000000000023,0.763420664700675,471.35,477.20000000000005
85,479.05,479.05,weak_monsoon_start,0.4-4,common_same_date,479.05,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,164,479.05,85,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,4.473356652896006,2.236678326448003,477.20000000000005,483.52335665289604,6.3233566528959955,0.7731651688805696,477.20000000000005,489.57500000000005
86,500.1,500.1,weak_monsoon_start,0.4-4,common_same_date,500.1,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,166,500.1,86,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,4.7777468333334925,2.3888734166667462,495.32225316666654,504.8777468333335,9.555493666666962,0.9544997361036411,489.57500000000005,507.02500000000003
87,513.95,513.95,weak_monsoon_start,0.4-4,common_same_date,513.95,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,168,513.95,87,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,4.98923393067339,2.494616965336695,508.96076606932667,517.95,8.989233930673379,0.9228324824205923,507.02500000000003,517.95
88,521.95,521.95,weak_monsoon_start,0.4-4,common_same_date,521.95,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,170,521.95,88,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,5.115631509745488,2.557815754872744,517.95,527.0656315097456,9.115631509745526,0.9183216241187652,517.95,528.475
89,535.0,535.0,weak_monsoon_start,0.4-4,common_same_date,535.0,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,172,535.0,89,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,5.328726306113715,2.6643631530568577,529.6712736938863,540.3287263061137,10.657452612227416,0.9544997361036414,528.475,543.85
90,552.7,552.7,weak_monsoon_start,0.4-4,common_same_date,552.7,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,175,552.7,90,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,5.6320057610243985,2.8160028805121993,547.0679942389756,553.45,6.382005761024402,0.5822592406064326,543.85,553.45
91,554.2,554.2,weak_monsoon_start,0.4-4,common_same_date,554.2,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,177,554.2,91,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,5.65848738291303,2.829243691456515,553.45,555.575,2.125,0.2910442205319421,553.45,555.575
92,556.95,556.95,weak_monsoon_start,0.4-4,common_same_date,556.95,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,179,556.95,92,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,5.7073607961290405,2.8536803980645202,555.575,558.7,3.125,0.4151802493075728,555.575,558.7
93,560.45,560.45,weak_monsoon_start,0.4-4,common_same_date,560.45,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,181,560.45,93,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,5.770174386180529,2.8850871930902646,558.7,564.975,6.274999999999977,0.6695382750727445,558.7,564.975
94,569.5,569.5,weak_monsoon_start,0.4-4,common_same_date,569.5,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,184,569.5,94,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,5.935818294926109,2.9679091474630543,564.975,575.4358182949261,10.46081829492607,0.913575704897113,564.975,579.65
95,589.8,589.8,weak_monsoon_start,0.4-4,common_same_date,589.8,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,187,589.8,95,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,6.324867562258709,3.1624337811293546,583.4751324377412,596.1248675622587,12.64973512451752,0.9544997361036434,579.65,602.3499999999999
96,614.9,614.9,weak_monsoon_start,0.4-4,common_same_date,614.9,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,192,614.9,96,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,6.841346119791741,3.4206730598958703,608.0586538802082,621.7413461197917,13.682692239583503,0.954499736103642,602.3499999999999,621.95
97,629.0,629.0,weak_monsoon_start,0.4-4,date_shifted_relative_to_other_window,628.85,0.15,Rousseau et al. 2023 Scientific Reports Table 1,8,195,629.0,97,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,7.14976567984751,3.574882839923755,621.95,630.65,8.699999999999932,0.6534997396450505,621.95,630.65
98,632.3,632.3,weak_monsoon_start,0.4-4,common_same_date,632.3,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,197,632.3,98,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,7.223934332061913,3.6119671660309565,630.65,633.75,3.1000000000000227,0.3320510210573029,630.65,633.75
99,635.2,635.2,weak_monsoon_start,0.4-4,common_same_date,635.2,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,199,635.2,99,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,7.289747719991516,3.644873859995758,633.75,637.2,3.4500000000000455,0.36301794806223975,633.75,637.2
100,639.2,639.2,weak_monsoon_start,0.4-4,common_same_date,639.2,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,202,639.2,100,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,7.381509934769512,3.690754967384756,637.2,640.0,2.7999999999999545,0.29185588139537366,637.2,640.0
